id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1.13604E+18,Room in Dublin 15 near Phoenix Park,572588156,Yi,,Dublin City,53.37826138,-6.326915883,Private room,188,1,0,,,1,88,0,
1.1361E+18,Shared room,572590074,Fernando,,Dublin City,53.39885583,-6.25574244,Shared room,45,1,8,01-07-2024,1.62,7,50,8,
1.13622E+18,"Elegant, Spacious Family home",65604080,Julia,,Dublin City,53.32152,-6.21488,Entire home/apt,600,3,1,20-07-2024,0.55,6,17,1,
1.13639E+18,Mixed  Room,572590074,Fernando,,Fingal,53.40081,-6.25946,Shared room,45,1,0,,,7,51,0,
1.13639E+18,Cosy room on bus route to Dublin,56325076,Roseanne,,South Dublin,53.33939807,-6.426230738,Private room,58,1,26,01-09-2024,5.78,4,162,26,
1.13661E+18,1 bed apt beside Guinnes Storehouse,465665833,Diogo,,Dublin City,53.34253,-6.27929,Entire home/apt,100,1,35,02-09-2024,7.72,17,188,35,
1.13672E+18,Luxury Seafront Apartment,415769100,Catherine,,Fingal,53.5852258,-6.136229,Entire home/apt,260,3,14,09-09-2024,3.82,1,96,14,
1.13674E+18,Loft Bedroom and Bathroom close to Croke Park,12503955,Pauline,,Dublin City,53.3653893,-6.2655551,Private room,150,1,0,,,1,138,0,
1.13676E+18,Gorgeous 2 bed off Grafton St,430187374,Mark,,Dublin City,53.33924291,-6.257645158,Entire home/apt,,14,15,25-08-2024,3.24,16,4,15,
1.1368E+18,Double ensuite room in Dublin,112209216,Kieran,,Dublin City,53.35949745,-6.286603851,Private room,140,1,14,09-09-2024,2.92,2,65,14,
1.13693E+18,Close to Airport,572773932,Thomas,,Fingal,53.61660575,-6.207479786,Private room,95,1,2,18-08-2024,1.4,1,270,2,
1.137E+18,Mary St House 3,539365797,Willie,,Dublin City,53.34846,-6.26695,Entire home/apt,410,1,13,02-09-2024,4.59,3,93,13,
1.137E+18,Cozy flat in Rathgar (Dublin 6),26940711,Angélica,,Dublin City,53.30815547,-6.271262365,Entire home/apt,198,3,3,19-08-2024,1.2,1,25,3,
1.13701E+18,"New 1 bed 5 Star Apt , Superb City Centre Location",88139601,Peter,,Dublin City,53.33999091,-6.257069113,Entire home/apt,210,15,5,09-09-2024,4.69,9,179,5,
1.13755E+18,Inviting 2-Bed Apartment in Dublin,569978217,Travelnest,,Fingal,53.51905492,-6.265743069,Entire home/apt,1392,1,0,,,1,364,0,
1.13769E+18,Comfortable 4-Bed Room for Female Only,563725404,Federico,,Dublin City,53.33564183,-6.290128676,Shared room,36,1,0,,,4,21,0,
1.13769E+18,Comfortable 4-Bed Room for Female Only,563725404,Federico,,Dublin City,53.33560999,-6.289743363,Shared room,36,1,2,07-07-2024,0.44,4,0,2,
1.13769E+18,Comfortable 4-Bed Room for Female Only,563725404,Federico,,Dublin City,53.33577,-6.29014,Shared room,36,1,2,27-07-2024,0.82,4,24,2,
1.13773E+18,Flat in Clongriffin,24710017,Toni,,Dublin City,53.40247,-6.15645,Entire home/apt,150,3,4,28-07-2024,0.98,1,82,4,
1.13776E+18,Cozy Room In Dublin,517310852,Emir,,Dublin City,53.32264694,-6.271063478,Private room,65,1,2,01-07-2024,0.56,1,0,2,
1.13777E+18,Cosy stay,51304966,Leea,,Dublin City,53.31442288,-6.30943046,Private room,67,2,41,29-08-2024,8.91,1,42,41,
1.13781E+18,Double Room Quiet South Dublin,226292284,Alexandru,,Dn Laoghaire-Rathdown,53.28644884,-6.211140442,Private room,79,1,2,31-05-2024,0.54,2,231,2,
1.13781E+18,Suberb Location D4 Rds Aviva  2 Bed apart w/mdryer,211284,Deniz,,Dublin City,53.32876,-6.22528,Entire home/apt,,2,7,02-09-2024,1.94,1,0,7,
1.13787E+18,Cosy bedroom in Lucan,179441711,Tobi,,South Dublin,53.34737355,-6.479027724,Private room,,1,3,15-07-2024,0.79,3,19,3,
1.13804E+18,Guestready - Enchanting 1BR Flat in Newmarket Hall,455903818,GuestReady,,Dublin City,53.33761832,-6.274867067,Entire home/apt,184,1,4,28-08-2024,0.98,1,70,4,
1.13817E+18,1 Bed,572590074,Fernando,,Fingal,53.40038345,-6.255847419,Shared room,45,7,2,25-07-2024,0.58,7,212,2,
1.13822E+18,City Centre Home Beside Historic Kilmainham Jail,31647310,Ciaran,,Dublin City,53.3389511,-6.309291764,Entire home/apt,220,2,8,21-08-2024,2.55,1,6,8,
1.13824E+18,Heart of Dublin Retreat,151745701,Anthony,,Dublin City,53.35071215,-6.250549065,Entire home/apt,164,2,0,,,1,73,0,
1.1383E+18,Spacious room for short stay near the Airport,36808680,Ingrid,,Fingal,53.40341,-6.25821,Private room,60,1,2,01-06-2024,0.5,1,54,2,
1.13841E+18,"Camden Apartments 
2nd Floor Apt 2",572018618,Conor,,Dublin City,53.3368726,-6.2657887,Entire home/apt,260,2,6,08-09-2024,2.2,3,177,6,
1.13842E+18,Lovely and beautiful apartment.,145777893,Silvia,,Dublin City,53.32109,-6.27766,Private room,60,1,1,18-05-2024,0.25,1,75,1,
1.13842E+18,"Camden Apartments 
3rd Floor Apt 3",572018618,Conor,,Dublin City,53.3368726,-6.2657887,Entire home/apt,260,1,9,08-09-2024,2.08,3,171,9,
1.13844E+18,Luxury Top floor penthouse apt,572265851,Mohamed,,Dn Laoghaire-Rathdown,53.25514772,-6.200529736,Entire home/apt,,14,3,06-08-2024,1.18,1,0,3,
1.13851E+18,Comfortable Bed in a 4-Bed Mix Room,563725404,Federico,,Dublin City,53.33564,-6.29132,Shared room,36,1,2,16-06-2024,0.42,4,93,2,
1.13865E+18,Double Bedroom in Dublin11,206085882,Mehedi,,Dublin City,53.38191945,-6.320725314,Private room,65,3,3,31-07-2024,0.79,2,181,3,
1.13892E+18,Bright Ensuite Bedroom with Balcony,9648767,Adeline,,Dublin City,53.3376271,-6.293172,Private room,128,1,3,25-08-2024,3,1,16,3,
1.13894E+18,The Benson Two by Dublin At Home,162402361,Ian,,Dublin City,53.34393,-6.23471,Entire home/apt,196,35,2,24-08-2024,0.73,68,313,2,
1.13894E+18,The Benson Two by Dublin At Home,162402361,Ian,,Dublin City,53.34586,-6.23483,Entire home/apt,196,35,2,12-08-2024,0.5,68,328,2,
1.13908E+18,Seaview House,202547040,Olivia,,Fingal,53.56581649,-6.100857398,Entire home/apt,,3,3,18-08-2024,0.96,1,0,3,
1.13909E+18,Small bedroom near the airport,518757962,Orlando,,Fingal,53.52697,-6.17893,Private room,60,1,57,07-09-2024,12.76,2,247,57,
1.13909E+18,Modern Dublin City Home,529445726,Heather,,Dublin City,53.3282015,-6.2877664,Entire home/apt,295,2,4,26-08-2024,1.19,1,76,4,
1.13915E+18,Cosy flat with private access,573324671,Nora,,Dublin City,53.32110435,-6.280503094,Entire home/apt,121,2,17,31-08-2024,3.89,1,22,17,
1.13916E+18,Lovely Twin Room 15mins from Dublin Airport & City,475099630,Emmanuel,,Fingal,53.40125013,-6.29327663,Private room,120,2,3,26-08-2024,0.95,1,235,3,
1.1392E+18,Comfortable Room with Sea-inspired Decor,102382406,Michael,,Fingal,53.41822805,-6.144612953,Private room,89,1,7,05-09-2024,1.63,1,231,7,
1.13961E+18,Coolvally-Lotus historical 1.1 acres garden,278036389,Qingyan,,Dn Laoghaire-Rathdown,53.24162324,-6.12083877,Private room,,1,3,24-08-2024,0.68,5,0,3,
1.13977E+18,Santa Caterina,430682811,Mel,,Fingal,53.37531935,-6.053531933,Entire home/apt,450,5,2,21-07-2024,0.94,1,259,2,
1.13983E+18,Dublin Hideaway,7824263,Stephen,,Dublin City,53.3758,-6.25865,Entire home/apt,400,1,1,24-06-2024,0.37,2,251,1,
1.13984E+18,Central apartment in Dublin 2!,149846576,Yasmina,,Dublin City,53.34517709,-6.238784766,Private room,128,3,0,,,1,128,0,
1.14042E+18,"Port Hole. Dun Laoghaire, Co Dublin.",54857272,Annmarie,,Dn Laoghaire-Rathdown,53.29077033,-6.129019468,Private room,83,2,14,11-09-2024,3.62,1,147,14,
1.14064E+18,Lovely 2 bed house Dundrum 10 min walk to tram,231839946,Nicola,,Dn Laoghaire-Rathdown,53.2792421,-6.2468614,Entire home/apt,,1,11,01-09-2024,3.17,1,1,11,
1.14067E+18,Family home in Dublin,573705662,Simon,,South Dublin,53.3168529,-6.4016735,Entire home/apt,259,3,8,25-08-2024,4,1,133,8,
1.1407E+18,Studio apartment in South Dublin,361763748,Gavin,,Dublin City,53.32225,-6.2684,Entire home/apt,120,28,0,,,1,269,0,
1.14072E+18,Trendy artisan Stoneybatter cottage,17916889,Maeve,,Dublin City,53.35327424,-6.293025359,Entire home/apt,,2,6,29-08-2024,2,1,0,6,
1.14078E+18,Perfect apartment in Temple Bar Dublin,65604080,Julia,,Dublin City,53.34475051,-6.264301342,Entire home/apt,,2,3,18-08-2024,1.38,6,0,3,
1.14096E+18,Newly built beach house,73384556,Carrie,,Fingal,53.42931243,-6.130727264,Entire home/apt,693,1,5,24-08-2024,1.46,1,22,5,
1.141E+18,Modern Central Apartment w/balcony near Temple Bar,45610787,Laura And Diego,,Dublin City,53.35017,-6.26356,Entire home/apt,186,3,18,24-08-2024,3.97,5,13,18,
1.14107E+18,Ideal stay in Dublin City Centre :Entire & Private,555053325,Anthony,,Dublin City,53.35265864,-6.263714034,Entire home/apt,92,2,8,04-09-2024,1.75,2,58,8,
1.14127E+18,Room in Drumcondra,7824263,Stephen,,Dublin City,53.3762,-6.25745,Private room,150,1,1,20-05-2024,0.26,2,159,1,
1.14166E+18,Charming 3 bedrooms in the city,385582723,Thomas,,Dublin City,53.35444201,-6.23311615,Entire home/apt,258,2,9,03-09-2024,2.08,3,71,9,
1.14184E+18,Perfect for a couple/family,552390336,Umar,,Dublin City,53.34045,-6.24277,Entire home/apt,143,1,25,31-08-2024,6.64,1,116,25,
1.14217E+18,Portobello Townhouse,26409493,Ruth,,Dublin City,53.33262,-6.27417,Entire home/apt,450,2,5,21-08-2024,2,1,51,5,
1.14221E+18,Modern 1 bed with large terrace,574088472,Samantha,,Fingal,53.39654995,-6.441232896,Entire home/apt,150,30,0,,,1,89,0,
1.1425E+18,Beautiful family home w/ garden,1656157,Dion,,Dublin City,53.31143363,-6.299132579,Entire home/apt,240,3,2,26-07-2024,0.9,1,70,2,
1.14259E+18,Portobello Apt with Super King Bed,165822628,Elaine,,Dublin City,53.33340975,-6.275310376,Entire home/apt,,3,5,03-06-2024,1.22,1,1,5,
1.14259E+18,Clonskeagh Apartment,10043800,Jim,,Dn Laoghaire-Rathdown,53.30594804,-6.239986924,Private room,,1,0,,,1,0,0,
1.14263E+18,GuestReady - Charming house in Drimnagh,574171170,Samantha,,Dublin City,53.32928,-6.32267,Entire home/apt,225,1,6,10-08-2024,1.44,1,79,6,
1.14264E+18,Double bedroom - City Center Dublin,437356314,Khayam,,Dublin City,53.34861359,-6.277929135,Private room,135,1,11,01-07-2024,2.66,1,153,11,
1.14286E+18,"Shared room, two beds",251389362,İbo,,Dublin City,53.35402,-6.28596,Shared room,35,1,12,06-09-2024,2.71,3,308,12,
1.14321E+18,Amazing 2BR apartment in Dublin 3!,385582723,Thomas,,Dublin City,53.3534547,-6.2346893,Entire home/apt,625,2,0,,,3,19,0,
1.14328E+18,Spacious home near Dublin -groups/children welcome,56325076,Roseanne,,South Dublin,53.33780276,-6.424461494,Private room,223,3,1,30-06-2024,0.4,4,137,1,
1.14332E+18,Charming Edwardian Quiet House,16324055,Isabel,,Dublin City,53.33407,-6.29258,Entire home/apt,280,2,4,30-08-2024,1.35,1,121,4,
1.14337E+18,Flat 3 Room C (En-suite),217755272,Pawan,,Dublin City,53.3576865,-6.2419392,Private room,99,1,16,08-09-2024,3.66,5,255,16,
1.14337E+18,Bright room in friendly home,17276292,Dolores,,Dublin City,53.32393665,-6.312094405,Private room,76,2,9,08-09-2024,2.48,1,14,9,
1.14339E+18,Home away from home,21427326,Julie,,Fingal,53.40886807,-6.174106939,Entire home/apt,350,4,0,,,1,25,0,
1.14343E+18,GuestReady - Modernised cottage in Monkstown,574362623,Jennie,,Dn Laoghaire-Rathdown,53.29586,-6.16554,Entire home/apt,220,1,1,20-06-2024,0.35,1,291,1,
1.14346E+18,"Chez Jay 3, a stylish home in Ballsbridge Dublin",574375023,Ellison,,Dublin City,53.33083,-6.24566,Entire home/apt,625,5,4,30-08-2024,2.55,1,142,4,
1.14416E+18,Mountain View,240639688,Stav,,South Dublin,53.2799505,-6.3164607,Private room,97,2,0,,,1,179,0,
1.1442E+18,City Centre Cottage,38645695,Colm,,Dublin City,53.35136323,-6.284120679,Entire home/apt,106,2,6,10-08-2024,1.44,1,7,6,
1.14426E+18,Private Room in city center,574546403,Raul,,Dublin City,53.35159253,-6.268174693,Private room,,1,7,03-06-2024,1.59,4,0,7,
1.14428E+18,Central Dublin Bright Apartment,58983868,Nevan,,Dublin City,53.3292,-6.26048,Entire home/apt,130,4,4,07-09-2024,1.38,1,48,4,
1.14428E+18,Central Room in Dublin,574546403,Raul,,Dublin City,53.34831,-6.26053,Private room,,1,7,19-06-2024,1.64,4,0,7,
1.14432E+18,King bed room in the city center,567101429,Alex,,Dublin City,53.35174,-6.27917,Private room,73,1,33,25-08-2024,7.39,2,227,33,
1.14466E+18,GRAB HOUSE Swords,574620446,Alexandra Cristina,,Fingal,53.47376091,-6.249402838,Entire home/apt,479,1,1,24-08-2024,1,1,353,1,
1.1447E+18,Large room in Drumcondra,520291668,Conor,,Dublin City,53.36959093,-6.261182527,Private room,110,1,19,09-09-2024,4.6,1,258,19,
1.14488E+18,Ensuite family room near Dublin,56325076,Roseanne,,South Dublin,53.3385248,-6.4255835,Private room,115,1,47,31-08-2024,10.76,4,169,47,
1.14488E+18,Perfectly Located City Home,116802629,Ruth,,Dublin City,53.3406638,-6.2427063,Entire home/apt,,2,0,,,1,0,0,
1.1449E+18,Peace inside-out 1,571452592,Sidra,,South Dublin,53.34587619,-6.414543416,Private room,89,1,2,25-08-2024,0.9,3,4,2,
1.14497E+18,Double room 13mins drive from Aviva,5600925,Tara,,Dn Laoghaire-Rathdown,53.29427,-6.23347,Private room,,2,0,,,2,0,0,
1.14501E+18,En-suite Spacious Room in the city center,567101429,Alex,,Dublin City,53.35199,-6.27867,Private room,80,1,29,28-08-2024,6.54,2,252,29,
1.14504E+18,Flat 3 Room A,217755272,Pawan,,Dublin City,53.35828,-6.24098,Private room,99,1,17,11-09-2024,3.89,5,263,17,
1.14505E+18,Flat 3 Room B,217755272,Pawan,,Dublin City,53.35672999,-6.242411564,Private room,99,1,13,08-09-2024,2.98,5,263,13,
1.14545E+18,Bring a cheeky rascal - pet friendly,14160665,Eddie,,Dublin City,53.33755474,-6.326969611,Private room,75,1,2,27-05-2024,0.52,1,157,2,
1.14545E+18,Double Bedroom City Center - Next to Croke Park,14958547,Giancarlo,,Dublin City,53.36047,-6.25907,Private room,96,1,12,02-09-2024,3.05,1,54,12,
1.14554E+18,Habitación en excelente área D6,58282931,Fabiola,,Dublin City,53.31378595,-6.27964381,Private room,120,2,0,,,2,365,0,
1.1456E+18,"2BR Cosy Nest, 30 mins to center",79502244,Anshul,,Dn Laoghaire-Rathdown,53.25838024,-6.203044876,Entire home/apt,,1,5,25-05-2024,1.15,1,0,5,
1.14561E+18,The Cosy Corner,574851040,Joseph,,Dublin City,53.40040514,-6.160447768,Entire home/apt,124,1,27,30-08-2024,6.53,1,160,27,
1.14565E+18,South City Dublin Georgian,4829701,Dale,,Dublin City,53.33472292,-6.292551074,Entire home/apt,,5,0,,,2,0,0,
1.14568E+18,Home in Rialto Dublin 8,4829701,Dale,,Dublin City,53.33522871,-6.294847489,Entire home/apt,,5,0,,,2,0,0,
1.1457E+18,Riverside modern gem in Dublin,58505443,Krzysztof,,Dublin City,53.3479561,-6.345984,Entire home/apt,199,3,6,01-09-2024,5.14,3,16,6,
1.14571E+18,Victorian Townhouse Rathmines,21889309,Sarah,,Dublin City,53.32585888,-6.260765365,Entire home/apt,,2,3,25-08-2024,2.57,1,0,3,
1.14614E+18,2 Bed Apartment near Dublin Heuston Station,573796183,Thomas,,Dublin City,53.34069,-6.30459,Entire home/apt,233,2,10,08-09-2024,2.88,1,131,10,
1.1462E+18,City Garden Escape,3221465,Patrick,,Dublin City,53.34153061,-6.300113685,Entire home/apt,234,3,3,25-08-2024,1.11,1,17,3,
1.14627E+18,Stylish house in Dublin,385582723,Thomas,,Dublin City,53.35293543,-6.233577062,Entire home/apt,780,2,0,,,3,19,0,
1.14642E+18,Prime Dublin City Location.,452663646,Annemarie,,Dublin City,53.34031002,-6.263795891,Entire home/apt,,3,1,26-08-2024,1,2,0,1,
1.14642E+18,Two bed / Two bath house,575050794,Ann,,Dublin City,53.3549467,-6.238611924,Private room,260,1,0,,,1,269,0,
1.1465E+18,Calm family home close to city centre,427540886,Aoife,,Dublin City,53.33373766,-6.276604407,Entire home/apt,,3,6,24-06-2024,1.62,1,0,6,
1.14653E+18,Beautiful 2 bedroom flat,134518478,Justine,,Dublin City,53.32958222,-6.222618266,Entire home/apt,375,1,2,01-07-2024,0.54,1,73,2,
1.14685E+18,Nessa house (double room).,568893687,Alex,,Fingal,53.37385,-6.39348,Private room,105,1,0,,,2,270,0,
1.14688E+18,Room 100 meters from the beach,20680387,Patricia,,Dublin City,53.32164561,-6.206852966,Private room,68,4,2,30-08-2024,2,2,20,2,
1.14761E+18,Peaceful En-suite Room,571582256,Dimpy,,Dn Laoghaire-Rathdown,53.27878157,-6.204329001,Private room,110,1,10,04-09-2024,2.73,2,86,10,
1.14773E+18,GuestReady - Amazing house in Sandymount,575381350,Emer,,Dublin City,53.33093,-6.21367,Entire home/apt,340,1,7,07-09-2024,2.16,1,84,7,
1.14775E+18,GuestReady - Victorian redbrick in heart of Dublin,575394901,Jamie,,Dublin City,53.33684883,-6.291559784,Entire home/apt,200,1,7,19-08-2024,1.65,1,30,7,
1.14776E+18,Near Dublin Airport Cosy home - Twin Room,545542658,Carol,,Fingal,53.453882,-6.2479947,Private room,115,1,10,05-09-2024,2.65,3,241,10,
1.14784E+18,Lovely place in Stoneybatter,32042551,Leo,,Dublin City,53.35320021,-6.290967334,Private room,120,2,13,26-08-2024,3.15,1,33,13,
1.14789E+18,Dorset Street Upper,53434483,Rory,,Dublin City,53.3552981,-6.2658646,Entire home/apt,285,2,0,,,1,159,0,
1.14847E+18,Spire Attic Apartment No Kitchen,102883098,Jiang,,Dublin City,53.3502871,-6.25804,Entire home/apt,294,2,5,08-09-2024,1.47,3,144,5,
1.1485E+18,Fam Friendly Sandymount House,33889329,Ciara,,Dublin City,53.32991612,-6.213885385,Entire home/apt,625,4,1,30-07-2024,0.67,1,185,1,
1.1486E+18,"Own Entrance, Dublin Room with a View!",187474138,Sandra,,Dublin City,53.39064629,-6.269254371,Entire home/apt,,1,35,02-09-2024,9.05,1,0,35,
1.14864E+18,House in Ranelagh Village,5813354,David,,Dublin City,53.32287,-6.25577,Entire home/apt,290,3,0,,,1,201,0,
1.14867E+18,Peaceful studio in Dublin,474799164,Tess,,Dn Laoghaire-Rathdown,53.29992,-6.22783,Entire home/apt,,2,2,07-07-2024,0.74,1,0,2,
1.14879E+18,CAS Terenure 5 bedroom,395017392,Pat,,Dublin City,53.30719946,-6.29950013,Entire home/apt,300,15,3,22-08-2024,1.03,2,246,3,
1.14908E+18,Studio apartment on Howth Hill,3575275,Hilary,,Fingal,53.37221744,-6.063020059,Entire home/apt,130,2,8,05-09-2024,2.73,1,28,8,
1.14911E+18,Peaceful Dublin home near Dart.,439223939,Gabrielle,,Dn Laoghaire-Rathdown,53.30817,-6.1973,Private room,500,1,2,02-08-2024,1.13,2,262,2,
1.14916E+18,"located in dublin Docklands
(19:00-16:00)",559967410,Qurat Ul Ain,,Dublin City,53.34704561,-6.231206753,Private room,113,6,29,18-08-2024,7.07,4,9,29,
1.14919E+18,Charming Double Bedroom,444128497,Mildred,,Dublin City,53.35997321,-6.244754499,Private room,,2,0,,,20,0,0,
1.14922E+18,Cozy Haven,4009786,Denise,,Dn Laoghaire-Rathdown,53.27830074,-6.133278519,Private room,300,1,7,06-08-2024,1.78,4,247,7,
1.14937E+18,Tranquil Waterside Oasis,3994435,Michal,,Dublin City,53.33226,-6.28546,Entire home/apt,,2,0,,,1,0,0,
1.14974E+18,Cute Cottage in Central Dublin,40927029,Bronwyn,,Dublin City,53.3588535,-6.243264019,Entire home/apt,186,1,4,08-09-2024,4,1,169,4,
1.14988E+18,Luxury Apt in Central Dublin,25490845,Megan,,Dublin City,53.34371625,-6.293921419,Entire home/apt,183,2,8,03-09-2024,2.2,1,79,8,
1.15016E+18,"Walking, biking, shopping & sea",575986932,Michelle,,Dn Laoghaire-Rathdown,53.21684797,-6.136658801,Entire home/apt,,6,1,03-07-2024,0.42,1,0,1,
1.15018E+18,1 chambre disponible pour les weekends,510951135,Elie,,Dn Laoghaire-Rathdown,53.28244367,-6.239630673,Private room,180,1,0,,,1,365,0,
1.1505E+18,Cozy room in Dublin,574546403,Raul,,Dublin City,53.35163667,-6.270557826,Private room,,1,6,05-06-2024,1.46,4,0,6,
1.1505E+18,Spacious room in Dublin,574546403,Raul,,Dublin City,53.3482626,-6.260195947,Private room,,1,3,21-06-2024,0.87,4,0,3,
1.15051E+18,Close to Airport Bedroom,461331798,Laura,,Fingal,53.4517584,-6.2433068,Private room,66,1,23,26-08-2024,5.48,5,260,23,
1.15064E+18,City Centre apartment sleeps 3 people & parking,75080927,Liz,,Dublin City,53.34845,-6.2768,Entire home/apt,165,4,9,29-08-2024,2.35,3,238,9,
1.15071E+18,Entire home,133752037,Paul,,Dublin City,53.37549,-6.21022,Entire home/apt,271,1,15,08-09-2024,4.74,1,250,15,
1.15126E+18,2 bedroom apt in Dublin City,576264517,Vinicius,,Dublin City,53.35602,-6.25887,Entire home/apt,218,3,18,25-08-2024,4.54,1,51,18,
1.15128E+18,Stylish City Centre 1bed Apt on St Stephens Green,547549206,Synergy,,Dublin City,53.33601327,-6.260337965,Entire home/apt,179,14,0,,,2,128,0,
1.1513E+18,"Trendy Portobello 1 Bed Apt, Walk to Attractions",526772,Liam,,Dublin City,53.33347,-6.2699,Entire home/apt,182,2,11,30-08-2024,4.85,17,82,11,
1.15135E+18,Beautiful house close to the sea,11371889,Shane,,Dn Laoghaire-Rathdown,53.28598,-6.1469,Shared room,250,2,0,,,2,269,0,
1.15143E+18,City centre 2 bed,86691701,Catherine,,Dublin City,53.35881,-6.24026,Entire home/apt,180,2,1,08-09-2024,1,1,5,1,
1.15145E+18,Trinity Tranquility,473900304,Jonatan,,Fingal,53.3873601,-6.4026073,Private room,64,1,0,,,1,269,0,
1.15156E+18,House in Sunny Skerries,576357215,Lynda,,Fingal,53.5754468,-6.105347,Entire home/apt,150,3,4,17-08-2024,1.6,1,65,4,
1.15192E+18,Large house by the Park,112062166,Gav And Trisha,,Dublin City,53.37054564,-6.330766223,Entire home/apt,,21,2,25-06-2024,0.48,35,269,2,
1.15193E+18,Oversized Dublin City Central 2Bed Apt,547549206,Synergy,,Dublin City,53.34452,-6.23842,Entire home/apt,256,14,0,,,2,159,0,
1.15204E+18,En-suite @ Grand Canal Dock in Dublin City Centre,81168567,Tejas,,Dublin City,53.34431,-6.23893,Private room,125,1,0,,,1,147,0,
1.15204E+18,GuestReady - Dublin 8 Delight Retreat,455955236,David,,Dublin City,53.34512,-6.28156,Entire home/apt,210,1,14,01-09-2024,3.89,2,45,14,
1.15214E+18,Cute Cottage close to Centre,69683252,Daniel And G,,Dublin City,53.33609189,-6.270865037,Entire home/apt,178,4,6,19-08-2024,1.76,92,248,6,
1.15217E+18,Cozy Double Room own bathroom,120732965,Tommaso,,Dublin City,53.34268,-6.31426,Private room,85,1,0,,,2,90,0,
1.15219E+18,Poppintree Duplex Apartment,576503767,Patrick,,Dublin City,53.4044679,-6.2782134,Entire home/apt,190,1,14,03-09-2024,3.62,1,256,14,
1.1522E+18,Dublin 6,576507309,Keith,,South Dublin,53.3003913,-6.308661013,Entire home/apt,325,2,2,13-08-2024,0.83,1,224,2,
1.1522E+18,A cosy bed by the sea,575177950,Leo,,Dn Laoghaire-Rathdown,53.29778808,-6.141147041,Entire home/apt,118,1,0,,,1,269,0,
1.15229E+18,Room in South Dublin Dundrum,416966495,Violet,,Dn Laoghaire-Rathdown,53.28474,-6.23647,Private room,120,14,0,,,1,220,0,
1.1527E+18,Embodies the lifestyle of elegance &sophistication,545103943,Yevhen,,Dublin City,53.32799703,-6.23977008,Entire home/apt,,26,0,,,1,0,0,
1.15272E+18,Charming & Spacious 5 guests apt - Temple Bar,391805884,Dublin Dream,,Dublin City,53.34467,-6.2639,Entire home/apt,246,1,2,10-09-2024,2,7,163,2,
1.15275E+18,Gorgeous house close to the sea,11371889,Shane,,Dn Laoghaire-Rathdown,53.2855878,-6.1462312,Private room,120,2,0,,,2,270,0,
1.15276E+18,"Pvt ensuite room,near citycenter",570624726,Preity,,Dn Laoghaire-Rathdown,53.2586453,-6.2011593,Private room,,1,1,18-05-2024,0.25,1,0,1,
1.15279E+18,Charming Triple Room,576638251,GuoQing,,Dublin City,53.343991,-6.2634085,Private room,162,1,85,11-09-2024,26.56,7,148,85,
1.15285E+18,Dublin Suburban Haven 1,194247866,Patrick,,South Dublin,53.3002,-6.37422,Private room,80,1,0,,,16,315,0,
1.15286E+18,Charming Quadruple Room,576638251,GuoQing,,Dublin City,53.34281,-6.26248,Private room,179,1,54,09-09-2024,16.88,7,145,54,
1.15288E+18,Sunny 1-Bed Apartment in Dublin 1,483024454,Lucas,,Dublin City,53.34816,-6.26845,Entire home/apt,182,14,13,02-09-2024,3.25,60,249,13,
1.15292E+18,The Pod,576684314,Eoin,,Dublin City,53.34659,-6.27706,Shared room,140,3,0,,,1,351,0,
1.15299E+18,City centre cozy place,117823784,Baagii,,Dublin City,53.3505378,-6.2563958,Private room,118,1,16,27-08-2024,6,2,71,16,
1.153E+18,Dublin Suburban Haven 3,194247866,Patrick,,South Dublin,53.30138934,-6.374534305,Private room,75,1,2,03-06-2024,0.57,16,282,2,
1.153E+18,Dublin Suburban Haven 2,194247866,Patrick,,South Dublin,53.30012,-6.37476,Private room,106,1,1,02-06-2024,0.29,16,336,1,
1.15301E+18,Dublin Suburban Haven 4,194247866,Patrick,,South Dublin,53.29982603,-6.374663579,Private room,85,1,0,,,16,283,0,
1.15304E+18,Dublin City Center: Alive&Modern,95826062,Leandro Stefano,,Dublin City,53.34677196,-6.262983028,Entire home/apt,185,2,18,24-08-2024,4.86,1,166,18,
1.15306E+18,"Clontarf Seaview Own Kitchen Bathroom
City/Airport",162981358,Denise,,Dublin City,53.36296051,-6.218831688,Entire home/apt,159,2,23,31-08-2024,6,2,239,23,
1.15341E+18,Period Home Close to Dublin City,19102359,Susan,,Dublin City,53.33114634,-6.331934049,Entire home/apt,,1,1,26-08-2024,1,1,0,1,
1.15353E+18,Central 2-Bedroom Apartment in Dublin's Heart,526772,Liam,,Dublin City,53.34169536,-6.260088622,Entire home/apt,272,2,17,08-09-2024,4.9,17,13,17,
1.15355E+18,Charming City Center Flat - Walk Everywhere!,526772,Liam,,Dublin City,53.34077,-6.26003,Entire home/apt,192,2,22,07-09-2024,6.47,17,14,22,
1.15356E+18,Cosy Downtown Apartment in a Prime Location,526772,Liam,,Dublin City,53.34043633,-6.258045942,Entire home/apt,266,2,21,10-09-2024,5.94,17,20,21,
1.15356E+18,Modern & Cosy Retreat in Dublin's Historic Center,526772,Liam,,Dublin City,53.34061376,-6.258236992,Entire home/apt,240,2,12,06-09-2024,3.64,17,22,12,
